,surname,nationality,split
7288,Pochechikin,Russian,train
7006,Bagmevsky,Russian,train
6702,Hlopin,Russian,train
7581,Armistead,French,train
7029,Detsenko,Russian,train
2201,Bata,Arabic,train
2583,Ganem,Arabic,train
12538,De laurentis,Italian,train
12428,Bellini,Italian,train
11007,Rouse,English,train
7036,Shalmanov,Russian,train
13132,Whyte,Scottish,train
3310,Eguchi,Japanese,train
4294,Hui,Chinese,train
11062,Sawyer,English,train
13154,Andel,Dutch,train
3767,Muraoka,Japanese,train
12943,Vestri,Italian,train
10384,Morgan,English,train
11905,Márquez,Spanish,train
2634,Awad,Arabic,train
11109,Shuttleworth,English,train
6179,Gulyashko,Russian,train
4122,Toshitala,Japanese,train
9791,Jonhson,English,train
5579,Minniakhmetov,Russian,train
8636,Cowell,English,train
2160,Ganim,Arabic,train
10985,Roman,English,train
247,Loskot,Czech,train
12002,Silva,Spanish,train
11690,Woodley,English,train
12515,Costa,Italian,train
1545,Sabbag,Arabic,train
8774,Dobbins,English,train
9141,Field,English,train
13624,Ślązak,Polish,train
5530,Ryzhikh,Russian,train
7586,Beauchene,French,train
5675,Utkin,Russian,train
10862,Ranks,English,train
2005,Hadad,Arabic,train
8856,Dundon,English,train
13607,Piatek,Polish,train
7606,Bonnaire,French,train
11237,Sylvester,English,train
6629,Haidukov,Russian,train
4559,Thi,Vietnamese,train
4467,Lu:,Chinese,train
8569,Close,English,train
796,Horn,German,train
10107,Lewry,English,train
7177,Vysokov,Russian,train
9221,Frame,English,train
1355,Bata,Arabic,train
8160,Allgood,English,train
3771,Murkami,Japanese,train
10713,Penn,English,train
11897,Lopez,Spanish,train
573,Benn,German,train
11519,Wagstaff,English,train
10163,Lopez,English,train
3775,Mushashibo,Japanese,train
9518,Hart,English,train
11621,Whitlock,English,train
6003,Tsarev,Russian,train
11719,Yapp,English,train
11667,Winn,English,train
8470,Burrows,English,train
3205,Quraishi,Arabic,train
4145,Tsumura,Japanese,train
3516,Kahaya,Japanese,train
13652,Wojda,Polish,train
1324,Maalouf,Arabic,train
5986,Shamshin,Russian,train
10712,Penfold,English,train
2074,Shadid,Arabic,train
60,Colling,Czech,train
10753,Pierre,English,train
10446,Nettleton,English,train
2291,Shamon,Arabic,train
472,Urbanek,Czech,train
5764,Momdji,Russian,train
13565,Jedynak,Polish,train
4464,Kui,Chinese,train
6757,Tovkan,Russian,train
10912,Reveley,English,train
10913,Reyes,English,train
4287,Hiu,Chinese,train
2535,Awad,Arabic,train
8891,Earing,English,train
8447,Bryson,English,train
7004,Shaidenko,Russian,train
4093,Tatsuya,Japanese,train
4844,Djejela,Russian,train
13347,Romeijnders,Dutch,train
10162,Lopes,English,train
12440,Benvenuti,Italian,train
6409,Artyuhin,Russian,train
8476,Butler,English,train
12465,Brivio,Italian,train
2422,Baba,Arabic,train
2695,Quraishi,Arabic,train
9411,Graham,English,train
12962,Abreu,Portuguese,train
2534,Morcos,Arabic,train
5263,Yudkov,Russian,train
3573,Kawashima,Japanese,train
8728,Deans,English,train
10024,Lane,English,train
1491,Awad,Arabic,train
7259,Hartukov,Russian,train
10504,Norbury,English,train
10626,Owen,English,train
10147,Lodge,English,train
11375,Townend,English,train
10157,Long,English,train
11432,Twigg,English,train
9830,Keane,English,train
9260,Funnell,English,train
11503,Viner,English,train
5578,Juravliov,Russian,train
11644,Wilkie,English,train
12157,Kouropoulos,Greek,train
2198,Maloof,Arabic,train
6840,Jakushov,Russian,train
5748,Makhanov,Russian,train
1533,Toma,Arabic,train
7600,Blanc,French,train
13555,Gorecki,Polish,train
12288,Aconi,Italian,train
10125,Linford,English,train
7856,Aonghuis,Irish,train
6383,Golovach,Russian,train
241,Kusak,Czech,train
3693,Masuno,Japanese,train
6783,Bass,Russian,train
2365,Khouri,Arabic,train
2866,Handal,Arabic,train
1497,Sabbag,Arabic,train
1061,Schröder,German,train
12320,Aita,Italian,train
5144,Sakun,Russian,train
84,Faltejsek,Czech,train
13546,Dunajski,Polish,train
808,Jaeger,German,train
13137,Aalst,Dutch,train
5667,Zheravin,Russian,train
663,Falk,German,train
2943,Ghanem,Arabic,train
3571,Kawasaki,Japanese,train
6278,Erjenkov,Russian,train
2302,Baz,Arabic,train
7693,Giroux,French,train
11753,Abano,Spanish,train
125,Havlice,Czech,train
12866,Scutese,Italian,train
4800,Abramtchikoff,Russian,train
4561,Thao,Vietnamese,train
11496,Victor,English,train
5108,Peleev,Russian,train
8685,Dack,English,train
3880,Okuma,Japanese,train
3723,Minobe,Japanese,train
8833,Dreyer,English,train
11247,Tanner,English,train
255,Malecha,Czech,train
1200,Wedekind,German,train
13596,Michel,Polish,train
6874,Derich,Russian,train
7282,Bagramyan,Russian,train
2202,Antar,Arabic,train
11108,Showell,English,train
10031,Langston,English,train
6462,Zhigmytov,Russian,train
12083,Chrysanthopoulos,Greek,train
2024,Naifeh,Arabic,train
10610,Osullivan,English,train
11860,Fierro,Spanish,train
236,Kupfel,Czech,train
2476,Malouf,Arabic,train
9618,Hook,English,train
1279,Amari,Arabic,train
5406,Jamsuev,Russian,train
2826,Asfour,Arabic,train
2452,Khoury,Arabic,train
7436,Chukhalov,Russian,train
8689,Dallas,English,train
9058,Ewart,English,train
12226,Stamatas,Greek,train
4046,Takahama,Japanese,train
2950,Tahan,Arabic,train
2825,Sleiman,Arabic,train
7257,Gershkovitsh,Russian,train
1423,Antar,Arabic,train
799,Hüber,German,train
345,Plisko,Czech,train
365,Riha,Czech,train
4830,Kaufman,Russian,train
4684,Makhutov,Russian,train
7819,Sauvageon,French,train
414,Skeril,Czech,train
3742,Miyoshi,Japanese,train
13454,Han,Korean,train
5558,Pontovich,Russian,train
3801,Nakasato,Japanese,train
1964,Wasem,Arabic,train
3073,Srour,Arabic,train
12303,Africani,Italian,train
6496,Valeev,Russian,train
10339,Meadows,English,train
9458,Guilmard,English,train
6458,Omelkov,Russian,train
11134,Small,English,train
817,Jung,German,train
1399,Boutros,Arabic,train
1673,Ghannam,Arabic,train
1483,Handal,Arabic,train
11904,Marino,Spanish,train
6183,Horoshavin,Russian,train
7202,Almondinov,Russian,train
12769,Pesaro,Italian,train
3173,Abadi,Arabic,train
1534,Tannous,Arabic,train
4239,Bei,Chinese,train
2865,Handal,Arabic,train
11567,Waterson,English,train
3186,Sarraf,Arabic,train
3917,Saito,Japanese,train
11242,Tait,English,train
8893,Earle,English,train
3295,Chikanatsu,Japanese,train
2546,Mustafa,Arabic,train
11723,Yarlett,English,train
13015,Pinho,Portuguese,train
6166,Tzipushtanov,Russian,train
9438,Gresham,English,train
123,Hartl,Czech,train
1653,Samaha,Arabic,train
8736,Dempsey,English,train
8106,Aderson,English,train
7529,Ruhlov,Russian,train
2915,Antoun,Arabic,train
5137,Talovirko,Russian,train
9730,Janes,English,train
3720,Minami,Japanese,train
2617,Zogby,Arabic,train
7973,Muirchertach,Irish,train
2845,Shamon,Arabic,train
11215,Stuart,English,train
5220,Binshtok,Russian,train
9090,Farhall,English,train
9290,Garcia,English,train
1166,Ursler,German,train
6368,Yufit,Russian,train
8794,Donoghue,English,train
11064,Sayers,English,train
10420,Naumann,English,train
4737,Pavlyuchenko,Russian,train
9575,Higgs,English,train
2683,Maroun,Arabic,train
13651,Winogrodzki,Polish,train
12685,Morra,Italian,train
9453,Grosvenor,English,train
1382,Deeb,Arabic,train
7876,Cearbhall,Irish,train
1337,Sabbag,Arabic,train
9765,Jerome,English,train
3840,Nozara,Japanese,train
5596,Adelkhanoff,Russian,train
8441,Browning,English,train
5438,Morenshildt,Russian,train
6738,Dar'Kin,Russian,train
10180,Lowndes,English,train
4133,Tsuji,Japanese,train
5949,Lepikhov,Russian,train
11706,Wraight,English,train
5040,Ufimkin,Russian,train
561,Baumgartner,German,train
738,Grosser,German,train
6017,Abov,Russian,train
8948,Eggby,English,train
800,Huber,German,train
2106,Nassar,Arabic,train
7485,Molodkin,Russian,train
13260,Lucas,Dutch,train
7526,Vanin,Russian,train
1333,Cham,Arabic,train
5895,Babenkoff,Russian,train
4662,Mihalsky,Russian,train
11114,Simms,English,train
2400,Asghar,Arabic,train
5532,Katsnelson,Russian,train
3202,Wasem,Arabic,train
2242,Shamoun,Arabic,train
13450,Gil,Korean,train
4116,Tomori,Japanese,train
2888,Kanaan,Arabic,train
10221,Mackie,English,train
10016,Lakin,English,train
2258,Asghar,Arabic,train
13481,Ngai,Korean,train
7100,Davidov,Russian,train
11447,Underwood,English,train
6114,Mulatov,Russian,train
3601,Kishi,Japanese,train
2774,Asghar,Arabic,train
11680,Wong,English,train
8052,Rinn,Irish,train
3578,Kawazu,Japanese,train
3164,Malouf,Arabic,train
1394,Said,Arabic,train
18,Blazek,Czech,train
1770,Essa,Arabic,train
13423,Ter Avest,Dutch,train
10583,Oman,English,train
3507,Jo,Japanese,train
4479,Shuo,Chinese,train
9086,Fallows,English,train
10902,Rehman,English,train
11434,Twine,English,train
6131,Chikomasov,Russian,train
12112,Frangopoulos,Greek,train
12701,Napoleoni,Italian,train
6546,Jurman,Russian,train
7334,Dmitrov,Russian,train
9462,Gunn,English,train
1381,Antar,Arabic,train
7719,Laurent,French,train
1093,Seidel,German,train
3613,Kodama,Japanese,train
3636,Koruba,Japanese,train
2089,Awad,Arabic,train
7717,Lapointe,French,train
8298,Banks,English,train
4368,Shen,Chinese,train
12718,Nepi,Italian,train
6675,Vaganov,Russian,train
121,Hanzlik,Czech,train
11746,Younge,English,train
999,Portner,German,train
5259,Gatiev,Russian,train
11887,Ibáñez,Spanish,train
9521,Harwood,English,train
8413,Braithwaite,English,train
8938,Edmondson,English,train
4225,Yoshimatsu,Japanese,train
12877,Siena,Italian,train
7583,Augustin,French,train
12887,Spanò,Italian,train
10525,Noyce,English,train
10225,Macpherson,English,train
10346,Metcalf,English,train
5173,Valdenberg,Russian,train
5873,Mohnachev,Russian,train
6353,Abdrakhimov,Russian,train
6379,Lupekhin,Russian,train
6072,Levitov,Russian,train
5728,Porosyuk,Russian,train
8055,Rory,Irish,train
5287,Avdiysky,Russian,train
135,Hodoval,Czech,train
7627,Colbert,French,train
10336,Mcrae,English,train
3891,Ooka,Japanese,train
11466,Valmary,English,train
11500,Vince,English,train
6612,Batsev,Russian,train
8445,Bryan,English,train
10516,Norton,English,train
6126,Ageevets,Russian,train
7198,Lischenko,Russian,train
7373,Gateev,Russian,train
12211,Protopsaltis,Greek,train
12369,Amello,Italian,train
3108,Srour,Arabic,train
9973,Kitching,English,train
7827,Solomon,French,train
769,Heppenheimer,German,train
1777,Kassis,Arabic,train
5560,Chugreev,Russian,train
7291,Maryltsev,Russian,train
12907,Tivoli,Italian,train
5470,Katsenelenbaum,Russian,train
2427,Abboud,Arabic,train
3980,Shimazaki,Japanese,train
5952,Bakurinsky,Russian,train
855,Knopp,German,train
3446,Iesada,Japanese,train
12469,Bulgarelli,Italian,train
12634,Lecce,Italian,train
5889,Badikov,Russian,train
5829,Froltsov,Russian,train
13134,Mclaughlin,Scottish,train
11935,Oleastro,Spanish,train
4476,Rui,Chinese,train
334,Petersen,Czech,train
12479,Campo,Italian,train
5651,Matasov,Russian,train
9550,Hellier,English,train
4380,Sze ,Chinese,train
12088,Close,Greek,train
11304,Thurgood,English,train
5852,Abdulrakhmanoff,Russian,train
11689,Woodland,English,train
5035,Zimonin,Russian,train
3979,Shimaoka,Japanese,train
13405,Smits,Dutch,train
5311,Baglanoff,Russian,train
3535,Kanagaki,Japanese,train
12563,Falco,Italian,train
9410,Grady,English,train
13437,Cha,Korean,train
10069,Leaver,English,train
12558,Ermacora,Italian,train
966,Moser,German,train
12406,Baldinotti,Italian,train
10224,Macmillan,English,train
8718,Dawes,English,train
1024,Rosenfeld,German,train
2110,Najjar,Arabic,train
8952,Egleton,English,train
8210,Ardern,English,train
4254,Chew,Chinese,train
11332,Titmus,English,train
5913,Grushi,Russian,train
2008,Wasem,Arabic,train
6467,Kaloshin,Russian,train
12181,Milionis,Greek,train
5411,Libman,Russian,train
11043,Saleh,English,train
9117,Feeney,English,train
3804,Nakata,Japanese,train
607,Brant,German,train
333,Pesek,Czech,train
6490,Awaliani,Russian,train
3512,Kada,Japanese,train
12733,Nigro,Italian,train
12655,Marchesi,Italian,train
10295,Mcelroy,English,train
3846,Ochiai,Japanese,train
10092,Lennox,English,train
11256,Tate,English,train
13059,Mcdonald,Scottish,train
1908,Maroun,Arabic,train
6696,Glazachev,Russian,train
1289,Seif,Arabic,train
10881,Readle,English,train
680,Foth,German,train
10719,Perez,English,train
4761,Tcharukhin,Russian,train
12622,Lagomarsìno,Italian,train
475,Urista,Czech,train
11798,Bengochea,Spanish,train
8858,Dunkley,English,train
2206,Seif,Arabic,train
12688,Motta,Italian,train
9497,Hannam,English,train
6320,Vakulentchuk,Russian,train
12367,Ambrogi,Italian,train
2821,Sarraf,Arabic,train
906,Lawrenz,German,train
7509,Vaks,Russian,train
8699,Danks,English,train
9301,Gascoyne,English,train
386,Svocak,Czech,train
9441,Griff,English,train
4986,Ustvolsky,Russian,train
3496,Itami,Japanese,train
2933,Nahas,Arabic,train
10899,Reeves,English,train
1149,Swango,German,train
2760,Tuma,Arabic,train
2747,Tuma,Arabic,train
5265,Vaindrakh,Russian,train
6725,Vassoevich,Russian,train
10256,Martinez,English,train
6926,Talvik,Russian,train
4670,Rzheussky,Russian,train
2176,Najjar,Arabic,train
349,Prachar,Czech,train
1930,Isa,Arabic,train
13238,Kollen,Dutch,train
7625,Chevrolet,French,train
13151,Amelsvoort,Dutch,train
11022,Rugg,English,train
8647,Crawford,English,train
13491,Rim,Korean,train
10736,Phelps,English,train
3414,Hitomi,Japanese,train
9746,Jefford,English,train
12096,Demakis,Greek,train
227,Kriz,Czech,train
2663,Kassab,Arabic,train
12336,Aldebrandi,Italian,train
8051,Rian,Irish,train
253,Malafa,Czech,train
10646,Pallett,English,train
4760,Zhukov,Russian,train
7490,Grametsky,Russian,train
11980,Romà,Spanish,train
12034,Villa,Spanish,train
8048,Riagain,Irish,train
5387,Bakhmutoff,Russian,train
12518,Cracchiolo,Italian,train
239,Kunik,Czech,train
9878,Kenney,English,train
9323,Gibbins,English,train
9889,Kerby,English,train
6428,Tihobrazov,Russian,train
12643,Longo,Italian,train
6154,Tovstykh,Russian,train
1278,Baba,Arabic,train
9796,Joseph,English,train
4983,Bavilin,Russian,train
7687,Garcon,French,train
13242,Koolen,Dutch,train
12972,Campos,Portuguese,train
9952,Kinniburgh,English,train
4972,Gagentorn,Russian,train
1992,Ghannam,Arabic,train
7983,Nevin,Irish,train
8861,Dunn,English,train
7966,Michael,Irish,train
8212,Armer,English,train
6944,Rukhtoev,Russian,train
5594,Auerbah,Russian,train
5659,Gulko,Russian,train
6495,Vyschipan,Russian,train
10300,Mcghee,English,train
8021,O'Leary,Irish,train
8715,Davison,English,train
369,Ruda,Czech,train
6921,Barandych,Russian,train
2992,Gaber,Arabic,train
9906,Keyte,English,train
2682,Hadad,Arabic,train
7187,Paradiz,Russian,train
3315,Enomoto,Japanese,train
7266,Beldy,Russian,train
8514,Cashmore,English,train
3476,Ippitsusai,Japanese,train
13258,Leeuwenhoek,Dutch,train
2134,Salib,Arabic,train
2364,Sayegh,Arabic,train
7638,David,French,train
4099,Terajima,Japanese,train
8383,Boden,English,train
11107,Shotton,English,train
12614,Guerriero,Italian,train
10611,Oswald,English,train
8694,Danby,English,train
9377,Goldberg,English,train
6054,Bajinoff,Russian,train
199,Kofron,Czech,train
11608,Whelan,English,train
4779,Prokoshev,Russian,train
11679,Wolstencroft,English,train
9519,Hartley,English,train
4517,Ly,Vietnamese,train
6608,Jandarov,Russian,train
7055,Bakanchuk,Russian,train
1968,Fakhoury,Arabic,train
532,Albert,German,train
10240,Maloney,English,train
9620,Hooton,English,train
5271,Mokritsky,Russian,train
11907,Martí,Spanish,train
13008,Mendes,Portuguese,train
13621,Sitko,Polish,train
2448,Zogby,Arabic,train
4018,Sone,Japanese,train
3812,Narita,Japanese,train
10190,Luke,English,train
4282,Gwock,Chinese,train
6034,Grodzensky,Russian,train
4029,Sugita,Japanese,train
2913,Essa,Arabic,train
5519,Mordasov,Russian,train
13150,Althuis,Dutch,train
6346,Lotorev,Russian,train
456,Tejc,Czech,train
8217,Arnall,English,train
4860,Tsagareli,Russian,train
13562,Janowski,Polish,train
5415,Shalov,Russian,train
2459,Malouf,Arabic,train
3347,Fuwa,Japanese,train
10362,Milne,English,train
1419,Hadad,Arabic,train
9316,Gemmell,English,train
9210,Foston,English,train
1643,Shamon,Arabic,train
3680,Makioka,Japanese,train
9694,Innes,English,train
7869,Casey,Irish,train
5435,Lupan,Russian,train
9510,Harness,English,train
2926,Deeb,Arabic,train
7656,Dufour,French,train
12644,Lupo,Italian,train
7982,Neville,Irish,train
2763,Daher,Arabic,train
1233,Wolter,German,train
12066,Banos,Greek,train
1949,Maloof,Arabic,train
13087,Gordon,Scottish,train
6996,Vinitsky,Russian,train
8454,Bugg,English,train
4590,Hudainatov,Russian,train
2032,Koury,Arabic,train
3515,Kahae,Japanese,train
3193,Malouf,Arabic,train
8572,Coates,English,train
12003,Soler,Spanish,train
1087,Schwartz,German,train
6634,Zelensky,Russian,train
755,Hartmann,German,train
5909,Hlopkin,Russian,train
5540,Vyshinsky,Russian,train
7289,Tzagolov,Russian,train
1590,Ghannam,Arabic,train
10032,Langton,English,train
705,Geiger,German,train
3127,Cham,Arabic,train
11542,Walter,English,train
11361,Topliss,English,train
9541,Healy,English,train
3356,Haga,Japanese,train
10116,Lilwall,English,train
7647,De sauveterre,French,train
780,Hochberg,German,train
3219,Nader,Arabic,train
11583,Weir,English,train
8460,Burford,English,train
9478,Hale,English,train
7572,Chihachev,Russian,train
5824,Adylov,Russian,train
4330,Mao,Chinese,train
11903,María,Spanish,train
3393,Higuchi,Japanese,train
10685,Paul,English,train
544,Augustin,German,train
5518,Zhmotov,Russian,train
10859,Randle,English,train
10460,Newington,English,train
7183,Maksimovsky,Russian,train
844,Kistler,German,train
13373,Sanna,Dutch,train
13460,Jang,Korean,train
1704,Maroun,Arabic,train
4529,Dam,Vietnamese,train
3772,Muro,Japanese,train
932,Mann,German,train
11389,Trennery,English,train
8757,Devonport,English,train
10715,Penney,English,train
6268,Galkovsky,Russian,train
5015,Potseluev,Russian,train
7977,Murphy,Irish,train
5186,Antyuhov,Russian,train
2395,Asghar,Arabic,train
11653,Williams,English,train
8134,Alden,English,train
3415,Hiyama,Japanese,train
8444,Brunton,English,train
6990,To The First Page,Russian,train
6826,Janzhul,Russian,train
12077,Calpis,Greek,train
12189,Panoulias,Greek,train
7161,Shamaro,Russian,train
5614,Kachenovsky,Russian,train
3914,Saigo,Japanese,train
12974,Castro,Portuguese,train
4160,Uesugi,Japanese,train
12511,Conti,Italian,train
11570,Watling,English,train
11990,Salcedo,Spanish,train
5098,Polikashkin,Russian,train
11562,Waterfield,English,train
599,Bohn,German,train
11091,Shaw,English,train
10865,Ranson,English,train
8143,Alexandar,English,train
11938,Olmos,Spanish,train
6737,Kartashev,Russian,train
35,Buchta,Czech,train
998,Porsche,German,train
3635,Konoe,Japanese,train
950,Melsbach,German,train
9719,Jackson,English,train
8469,Burr,English,train
12865,Scotti,Italian,train
11356,Tonner,English,train
4026,Sugihara,Japanese,train
2261,Touma,Arabic,train
5074,Trukhnin,Russian,train
